from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_route_id,to_route_id,from_trip_id,to_trip_id
de:13071:20,de:13071:20,2,300,,,,
de:13071:3650,de:13071:3650,2,300,,,,
de:13073:2299,de:13073:2299,2,300,,,,
de:13073:2256,de:13073:2256,2,300,,,,
de:13073:2182,de:13073:2182,2,300,,,,
de:13071:32,de:13071:32,2,300,,,,
de:13073:342,de:13073:342,2,300,,,,
de:13071:3150,de:13071:3150,2,300,,,,
de:13071:3673,de:13071:3673,2,300,,,,
000005100035,000005100035,2,300,,,,
de:13071:3406,de:13071:3406,2,300,,,,
de:14612:450,de:14612:450,2,300,,,,
de:14612:470,de:14612:470,2,300,,,,
de:14612:192,de:14612:192,2,300,,,,
de:14612:556,de:14612:556,2,300,,,,
de:14612:550,de:14612:550,2,300,,,,
de:14612:193,de:14612:193,2,300,,,,
000005102801,000005102801,2,300,,,,
000005100600,000005100600,2,300,,,,
000005101171,000005101171,2,300,,,,
000005102487,000005102487,2,300,,,,
000005100649,000005100649,2,300,,,,
000005103063,000005103063,2,300,,,,
000005101436,000005101436,2,300,,,,
000005100319,000005100319,2,300,,,,
de:13075:4136,de:13075:4136,2,300,,,,
de:13075:4001,de:13075:4001,2,300,,,,
000008011109,000008011109,2,300,,,,
de:13075:4188,de:13075:4188,2,300,,,,
de:13075:92240,de:13075:92240,2,300,,,,
de:13075:4233,de:13075:4233,2,300,,,,
de:13075:4241,de:13075:4241,2,300,,,,
000008010322,000008010322,2,300,,,,
000005100068,000005100068,2,300,,,,
000005100793,000005100793,2,300,,,,
000005100079,000005100079,2,300,,,,
de:13075:4235,de:13075:4235,2,300,,,,
de:13075:4244,de:13075:4244,2,300,,,,
de:13075:4133,de:13075:4133,2,300,,,,
de:14730:8010076,de:14730:8010076,2,300,,,,
de:13075:4035,de:13075:4035,2,300,,,,
de:13075:4134,de:13075:4134,2,300,,,,
de:15003:8010086,de:15003:8010086,2,300,,,,
de:15082:8012629,de:15082:8012629,2,300,,,,
de:13075:34,de:13075:34,2,300,,,,
de:13075:35,de:13075:35,2,300,,,,
de:13075:4242,de:13075:4242,2,300,,,,
000008089123,000008089123,2,300,,,,
000008089122,000008089122,2,300,,,,
de:14627:4401,de:14627:4401,2,300,,,,
000005193610,000005193610,2,300,,,,
de:01003:58008,de:01003:58008,2,300,,,,
de:13074:5267,de:13074:5267,2,300,,,,
de:13074:3294,de:13074:3294,2,300,,,,
de:13074:3373,de:13074:3373,2,300,,,,
de:13074:5162,de:13074:5162,2,300,,,,
de:15003:8012287,de:15003:8012287,2,300,,,,
de:15003:8012291,de:15003:8012291,2,300,,,,
de:13074:3138,de:13074:3138,2,300,,,,
de:13074:3019,de:13074:3019,2,300,,,,
de:15089:8012907,de:15089:8012907,2,300,,,,
de:15003:8013456,de:15003:8013456,2,300,,,,
de:15003:8013485,de:15003:8013485,2,300,,,,
de:15003:8080660,de:15003:8080660,2,300,,,,
de:15089:8081260,de:15089:8081260,2,300,,,,
de:15089:8081270,de:15089:8081270,2,300,,,,
de:15082:8013335,de:15082:8013335,2,300,,,,
de:14713:8012478,de:14713:8012478,2,300,,,,
de:14730:8012697,de:14730:8012697,2,300,,,,
de:14730:8013428,de:14730:8013428,2,300,,,,
de:15083:8011112,de:15083:8011112,2,300,,,,
de:14713:8010206,de:14713:8010206,2,300,,,,
de:14729:8010228,de:14729:8010228,2,300,,,,
de:14729:8011598,de:14729:8011598,2,300,,,,
de:15082:8011699,de:15082:8011699,2,300,,,,
de:14713:8012194,de:14713:8012194,2,300,,,,
de:15082:8012305,de:15082:8012305,2,300,,,,
de:14729:8012308,de:14729:8012308,2,300,,,,
de:14713:8012343,de:14713:8012343,2,300,,,,
de:15082:8012707,de:15082:8012707,2,300,,,,
000005101998,000005101998,2,300,,,,
000005102184,000005102184,2,300,,,,
000005102263,000005102263,2,300,,,,
000005102311,000005102311,2,300,,,,
000005103142,000005103142,2,300,,,,
000005103949,000005103949,2,300,,,,
de:15082:8011961,de:15082:8011961,2,300,,,,
de:15001:8011361,de:15001:8011361,2,300,,,,
de:13075:286,de:13075:286,2,300,,,,
de:13075:6476,de:13075:6476,2,300,,,,
de:13075:2154,de:13075:2154,2,300,,,,
de:13075:6228,de:13075:6228,2,300,,,,
de:13075:6445,de:13075:6445,2,300,,,,
de:13075:7479,de:13075:7479,2,300,,,,
de:13075:22,de:13075:22,2,300,,,,
de:13075:6471,de:13075:6471,2,300,,,,
de:13075:4128,de:13075:4128,2,300,,,,
de:14713:8012184,de:14713:8012184,2,300,,,,
de:14713:8012186,de:14713:8012186,2,300,,,,
de:14713:8012187,de:14713:8012187,2,300,,,,
de:14713:8012196,de:14713:8012196,2,300,,,,
de:14713:8012202,de:14713:8012202,2,300,,,,
de:14729:8012304,de:14729:8012304,2,300,,,,
de:14713:8098205,de:14713:8010205,2,300,,,,
de:14713:8098205,de:14713:8098205,2,300,,,,
000008010201,000008010201,2,300,,,,
de:13071:5787,de:13071:5787,2,300,,,,
de:13075:4239,de:13075:4239,2,300,,,,
de:13075:4238,de:13075:4238,2,300,,,,
de:13075:4240,de:13075:4240,2,300,,,,
000008012200,000008012200,2,300,,,,
000008012273,000008012273,2,300,,,,
000008013045,000008013045,2,300,,,,
000005170001,000005170001,2,300,,,,
000005170002,000005100057,2,480,,,,
000005170002,000005170002,2,300,,,,
de:12072:900245797::1,de:12072:900245797::1,2,300,,,,
de:12054:900230003::1,de:12054:900230003::1,1,,,,,
de:12054:900230003::1,de:12054:900230003::2,1,,,,,
de:12054:900230003::2,de:12054:900230003::1,1,,,,,
de:12054:900230003::2,de:12054:900230003::2,1,,,,,
de:12054:900230007::2,de:12054:900230007::2,2,180,,,,
de:12054:900230007::2,de:12054:900230007::3,2,180,,,,
de:12054:900230007::2,de:12054:900230007::4,2,180,,,,
de:12054:900230007::3,de:12054:900230007::2,2,180,,,,
de:12054:900230007::3,de:12054:900230007::3,2,180,,,,
de:12054:900230007::3,de:12054:900230007::4,2,180,,,,
de:12054:900230007::4,de:12054:900230007::2,2,180,,,,
de:12054:900230007::4,de:12054:900230007::3,2,180,,,,
de:12054:900230007::4,de:12054:900230007::4,2,180,,,,
de:12054:900230001::5,de:12054:900230001::5,2,180,,,,
de:12054:900230001::5,de:12054:900230001::2,2,180,,,,
de:12054:900230001::5,de:12054:900230001::3,2,180,,,,
de:12054:900230001::5,de:12054:900230001::1,2,180,,,,
de:12054:900230001::5,de:12054:900230001::4,2,180,,,,
de:12054:900230001::5,de:12054:900230001::6,2,180,,,,
de:12054:900230001::2,de:12054:900230001::5,2,180,,,,
de:12054:900230001::2,de:12054:900230001::2,2,180,,,,
de:12054:900230001::2,de:12054:900230001::3,2,180,,,,
de:12054:900230001::2,de:12054:900230001::1,2,180,,,,
de:12054:900230001::2,de:12054:900230001::4,2,180,,,,
de:12054:900230001::2,de:12054:900230001::6,2,180,,,,
de:12054:900230001::3,de:12054:900230001::5,2,180,,,,
de:12054:900230001::3,de:12054:900230001::2,2,180,,,,
de:12054:900230001::3,de:12054:900230001::1,2,180,,,,
de:12054:900230001::3,de:12054:900230001::4,2,60,,,,
de:12054:900230001::3,de:12054:900230001::6,2,180,,,,
de:12054:900230001::1,de:12054:900230001::5,2,180,,,,
de:12054:900230001::1,de:12054:900230001::2,2,180,,,,
de:12054:900230001::1,de:12054:900230001::3,2,180,,,,
de:12054:900230001::1,de:12054:900230001::1,2,180,,,,
de:12054:900230001::1,de:12054:900230001::4,2,180,,,,
de:12054:900230001::1,de:12054:900230001::6,2,180,,,,
de:12054:900230001::4,de:12054:900230001::5,2,180,,,,
de:12054:900230001::4,de:12054:900230001::2,2,180,,,,
de:12054:900230001::4,de:12054:900230001::3,2,60,,,,
de:12054:900230001::4,de:12054:900230001::1,2,180,,,,
de:12054:900230001::4,de:12054:900230001::6,2,180,,,,
de:12054:900230001::6,de:12054:900230001::5,2,180,,,,
de:12054:900230001::6,de:12054:900230001::2,2,180,,,,
de:12054:900230001::6,de:12054:900230001::3,2,180,,,,
de:12054:900230001::6,de:12054:900230001::1,2,180,,,,
de:12054:900230001::6,de:12054:900230001::4,2,180,,,,
de:12054:900230001::6,de:12054:900230001::6,2,180,,,,
de:12054:900230006::1,de:12054:900230006::1,2,180,,,,
de:12054:900230006::1,de:12054:900230006::1,2,300,5633_900,15274_700,,
de:12054:900230006::1,de:12054:900230006::2,2,180,,,,
de:12054:900230006::2,de:12054:900230006::1,2,180,,,,
de:12054:900230006::2,de:12054:900230006::2,2,180,,,,
de:12054:900230002::1,de:12054:900230002::1,2,60,,,,
de:12054:900230002::1,de:12054:900230002::2,2,60,,,,
de:12054:900230002::1,de:12054:900230002::4,2,60,,,,
de:12054:900230002::1,de:12054:900230002::3,2,60,,,,
de:12054:900230002::2,de:12054:900230002::1,2,60,,,,
de:12054:900230002::2,de:12054:900230002::2,2,60,,,,
de:12054:900230002::2,de:12054:900230002::4,2,60,,,,
de:12054:900230002::2,de:12054:900230002::3,2,60,,,,
de:12054:900230002::4,de:12054:900230002::1,2,60,,,,
de:12054:900230002::4,de:12054:900230002::2,2,60,,,,
de:12054:900230002::4,de:12054:900230002::3,2,60,,,,
de:12054:900230002::3,de:12054:900230002::1,2,60,,,,
de:12054:900230002::3,de:12054:900230002::2,2,60,,,,
de:12054:900230002::3,de:12054:900230002::4,2,60,,,,
de:12054:900230032::6,de:12054:900230032::6,2,180,,,,
de:12054:900230032::6,de:12054:900230032::5,2,180,,,,
de:12054:900230032::6,de:12054:900230032::4,2,180,,,,
de:12054:900230032::6,de:12054:900230032::3,2,180,,,,
de:12054:900230032::6,de:12054:900230032::8,2,180,,,,
de:12054:900230032::5,de:12054:900230032::6,2,180,,,,
de:12054:900230032::5,de:12054:900230032::5,2,180,,,,
de:12054:900230032::5,de:12054:900230032::4,2,180,,,,
de:12054:900230032::5,de:12054:900230032::3,2,180,,,,
de:12054:900230032::5,de:12054:900230032::8,2,180,,,,
de:12054:900230032::4,de:12054:900230032::6,2,180,,,,
de:12054:900230032::4,de:12054:900230032::5,2,180,,,,
de:12054:900230032::4,de:12054:900230032::4,2,180,,,,
de:12054:900230032::4,de:12054:900230032::3,2,180,,,,
de:12054:900230032::4,de:12054:900230032::8,2,180,,,,
de:12054:900230032::3,de:12054:900230032::6,2,180,,,,
de:12054:900230032::3,de:12054:900230032::5,2,180,,,,
de:12054:900230032::3,de:12054:900230032::4,2,180,,,,
de:12054:900230032::3,de:12054:900230032::3,2,180,,,,
de:12054:900230032::3,de:12054:900230032::8,2,180,,,,
de:12054:900230140::1,de:12054:900230140::1,2,120,,,,
de:12054:900230140::1,de:12054:900230140::4,2,120,,,,
de:12054:900230140::1,de:12054:900230140::3,2,120,,,,
de:12054:900230140::1,de:12054:900230140::2,2,120,,,,
de:12054:900230140::4,de:12054:900230140::1,2,120,,,,
de:12054:900230140::4,de:12054:900230140::4,2,120,,,,
de:12054:900230140::4,de:12054:900230140::3,2,120,,,,
de:12054:900230140::4,de:12054:900230140::2,2,120,,,,
de:12054:900230140::3,de:12054:900230140::1,2,120,,,,
de:12054:900230140::3,de:12054:900230140::4,2,120,,,,
de:12054:900230140::3,de:12054:900230140::3,2,120,,,,
de:12054:900230140::3,de:12054:900230140::2,2,120,,,,
de:12054:900230140::2,de:12054:900230140::1,2,120,,,,
de:12054:900230140::2,de:12054:900230140::4,2,120,,,,
de:12054:900230140::2,de:12054:900230140::3,2,120,,,,
de:12054:900230140::2,de:12054:900230140::2,2,120,,,,
de:12054:900230024::1,de:12054:900230024::1,2,180,,,,
de:12054:900230024::1,de:12054:900230024::2,2,180,,,,
de:12054:900230024::2,de:12054:900230024::1,2,180,,,,
de:12054:900230024::2,de:12054:900230024::2,2,180,,,,
de:12054:900230157::7,de:12054:900230157::7,2,300,,,,
de:12054:900230157::7,de:12054:900230157::8,2,300,,,,
de:12054:900230157::8,de:12054:900230157::7,2,300,,,,
de:12054:900230021::1,de:12054:900230021::1,2,120,,,,
de:12054:900230021::1,de:12054:900230021::1,2,180,1556_900,5635_900,,
de:12054:900230021::1,de:12054:900230021::1,2,180,5635_900,1556_900,,
de:12054:900230021::1,de:12054:900230021::2,2,120,,,,
de:12054:900230021::1,de:12054:900230021::2,2,180,1556_900,1556_900,,
de:12054:900230021::1,de:12054:900230021::2,2,180,1556_900,5635_900,,
de:12054:900230021::1,de:12054:900230021::2,2,180,5635_900,1556_900,,
de:12054:900230021::1,de:12054:900230021::2,2,180,5635_900,5635_900,,
de:12054:900230021::2,de:12054:900230021::1,2,120,,,,
de:12054:900230021::2,de:12054:900230021::1,2,180,1556_900,1556_900,,
de:12054:900230021::2,de:12054:900230021::1,2,180,1556_900,5635_900,,
de:12054:900230021::2,de:12054:900230021::1,2,180,5635_900,1556_900,,
de:12054:900230021::2,de:12054:900230021::1,2,180,5635_900,5635_900,,
de:12054:900230021::2,de:12054:900230021::2,2,120,,,,
de:12054:900230021::2,de:12054:900230021::2,2,180,1556_900,5635_900,,
de:12054:900230021::2,de:12054:900230021::2,2,180,5635_900,1556_900,,
de:12054:900230031::2,de:12054:900230031::2,2,60,,,,
de:12054:900230031::2,de:12054:900230031::1,2,60,,,,
de:12054:900230031::2,de:12054:900230031::3,2,180,,,,
de:12054:900230031::2,de:12054:900230031::4,2,120,,,,
de:12054:900230031::1,de:12054:900230031::2,2,60,,,,
de:12054:900230031::1,de:12054:900230031::1,2,60,,,,
de:12054:900230031::1,de:12054:900230031::3,2,180,,,,
de:12054:900230031::1,de:12054:900230031::4,2,120,,,,
de:12054:900230031::3,de:12054:900230031::2,2,180,,,,
de:12054:900230031::3,de:12054:900230031::1,2,180,,,,
de:12054:900230031::3,de:12054:900230031::3,2,180,,,,
de:12054:900230031::3,de:12054:900230031::4,2,180,,,,
de:12054:900230031::4,de:12054:900230031::2,2,120,,,,
de:12054:900230031::4,de:12054:900230031::1,2,120,,,,
de:12054:900230031::4,de:12054:900230031::3,2,180,,,,
de:12054:900230031::4,de:12054:900230031::4,2,60,,,,
de:12054:900220010::2,de:12054:900220010::2,2,180,,,,
de:12054:900220010::2,de:12054:900220010::1,2,180,,,,
de:12054:900220010::1,de:12054:900220010::2,2,180,,,,
de:12054:900220010::1,de:12054:900220010::1,2,180,,,,
de:11000:900053301::3,de:11000:900053301::3,2,180,,,,
de:11000:900053301::3,de:11000:900053301::3,1,,17298_700,17300_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17298_700,17353_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17298_700,17388_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17300_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17300_700,17353_700,,
de:11000:900053301::3,de:11000:900053301::3,2,60,17300_700,17387_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17300_700,17388_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17353_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17353_700,17300_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17353_700,17388_700,,
de:11000:900053301::3,de:11000:900053301::3,2,60,17387_700,17300_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17388_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17388_700,17300_700,,
de:11000:900053301::3,de:11000:900053301::3,1,,17388_700,17353_700,,
de:11000:900053301::3,de:11000:900053301::2,2,180,,,,
de:11000:900053301::3,de:11000:900053301::2,1,,17298_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17298_700,17300_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17298_700,17353_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17298_700,17388_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17300_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17353_700,17298_700,,
de:11000:900053301::3,de:11000:900053301::2,1,,17388_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::3,2,180,,,,
de:11000:900053301::2,de:11000:900053301::3,1,,17298_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17298_700,17300_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17298_700,17353_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17298_700,17388_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17300_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17353_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::3,1,,17388_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::2,2,180,,,,
de:11000:900053301::2,de:11000:900053301::2,1,,17298_700,17300_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17298_700,17353_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17298_700,17388_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17300_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17300_700,17353_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17300_700,17388_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17353_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17353_700,17300_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17353_700,17388_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17388_700,17298_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17388_700,17300_700,,
de:11000:900053301::2,de:11000:900053301::2,1,,17388_700,17353_700,,
de:11000:900052201::3,de:11000:900052201::3,2,180,,,,
de:11000:900052201::3,de:11000:900052201::3,2,120,16859_700,20359_700,,
de:11000:900052201::3,de:11000:900052201::3,2,120,20359_700,16859_700,,
de:11000:900052201::3,de:11000:900052201::4,2,180,,,,
de:11000:900052201::3,de:11000:900052201::4,2,120,20359_700,16859_700,,
de:11000:900003205::3,de:11000:900003205::3,2,180,,,,
de:12054:900230999::3,de:12054:900230999::3,2,240,,,,
de:12054:900230999::3,de:12054:900230999::4,2,240,,,,
de:12054:900230999::3,de:12054:900230999::4,1,,11362_700,1554_700,,
de:12054:900230999::3,de:12054:900230999::5,2,240,,,,
de:12054:900230999::3,de:12054:900230999::5,1,,11362_700,1554_700,,
de:12054:900230999::3,de:12054:900230999::6,2,240,,,,
de:12054:900230999::3,de:12054:900230999::6,1,,11362_700,1554_700,,
de:12054:900230999::3,de:12054:900230999::7,2,180,,,,
de:12054:900230999::3,de:12054:900230999::1,2,180,,,,
de:12054:900230999::3,de:12054:900230999::1,1,,11362_700,1556_900,,
de:12054:900230999::3,de:12054:900230999::1,1,,11362_700,5633_900,,
de:12054:900230999::3,de:12054:900230999::2,2,180,,,,
de:12054:900230999::3,de:12054:900230999::2,1,,11362_700,1556_900,,
de:12054:900230999::3,de:12054:900230999::2,1,,11362_700,5633_900,,
de:12054:900230999::4,de:12054:900230999::3,2,240,,,,
de:12054:900230999::4,de:12054:900230999::3,1,,1554_700,11362_700,,
de:12054:900230999::4,de:12054:900230999::4,2,240,,,,
de:12054:900230999::4,de:12054:900230999::4,1,,1554_700,11362_700,,
de:12054:900230999::4,de:12054:900230999::4,1,,11362_700,1554_700,,
de:12054:900230999::4,de:12054:900230999::5,2,240,,,,
de:12054:900230999::4,de:12054:900230999::5,1,,11362_700,1554_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18898_700,18909_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18898_700,18945_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18911_700,18909_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18911_700,18945_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18931_700,18909_700,,
de:12054:900230999::4,de:12054:900230999::5,2,60,18931_700,18945_700,,
de:12054:900230999::4,de:12054:900230999::6,2,240,,,,
de:12054:900230999::4,de:12054:900230999::6,1,,11362_700,1554_700,,
de:12054:900230999::4,de:12054:900230999::6,2,60,18909_700,18911_700,,
de:12054:900230999::4,de:12054:900230999::6,2,60,18945_700,18911_700,,
de:12054:900230999::4,de:12054:900230999::7,2,180,,,,
de:12054:900230999::4,de:12054:900230999::1,2,180,,,,
de:12054:900230999::4,de:12054:900230999::1,1,,1554_700,1556_900,,
de:12054:900230999::4,de:12054:900230999::1,1,,1554_700,5635_900,,
de:12054:900230999::4,de:12054:900230999::1,1,,11362_700,1556_900,,
de:12054:900230999::4,de:12054:900230999::1,1,,11362_700,5633_900,,
de:12054:900230999::4,de:12054:900230999::2,2,180,,,,
de:12054:900230999::4,de:12054:900230999::2,1,,1554_700,5635_900,,
de:12054:900230999::4,de:12054:900230999::2,1,,11362_700,1556_900,,
de:12054:900230999::4,de:12054:900230999::2,1,,11362_700,5633_900,,
de:12054:900230999::5,de:12054:900230999::3,2,240,,,,
de:12054:900230999::5,de:12054:900230999::3,1,,1554_700,11362_700,,
de:12054:900230999::5,de:12054:900230999::4,2,240,,,,
de:12054:900230999::5,de:12054:900230999::4,1,,1554_700,11362_700,,
de:12054:900230999::5,de:12054:900230999::5,2,240,,,,
de:12054:900230999::5,de:12054:900230999::5,2,60,18911_700,18909_700,,
de:12054:900230999::5,de:12054:900230999::5,2,60,18911_700,18945_700,,
de:12054:900230999::5,de:12054:900230999::6,2,240,,,,
de:12054:900230999::5,de:12054:900230999::6,2,60,18909_700,18911_700,,
de:12054:900230999::5,de:12054:900230999::6,2,60,18945_700,18911_700,,
de:12054:900230999::5,de:12054:900230999::7,2,180,,,,
de:12054:900230999::5,de:12054:900230999::1,2,180,,,,
de:12054:900230999::5,de:12054:900230999::1,1,,1554_700,5635_900,,
de:12054:900230999::5,de:12054:900230999::2,2,180,,,,
